item_id,timestamp,target,category,price,is_promotion,is_holiday,holiday_name,is_weekend,is_month_start,is_month_end,day_of_week,day_of_month,day_of_year,week_of_year,month,quarter,year
SKU_0000,2024-02-01,360.46,GROCERY,10.69,0,0,,0,1,0,3,1,32,5,2,1,2024
SKU_0000,2024-02-02,279.57,GROCERY,9.65,0,0,,0,1,0,4,2,33,5,2,1,2024
SKU_0000,2024-02-03,244.65,GROCERY,10.64,0,0,,1,1,0,5,3,34,5,2,1,2024
SKU_0000,2024-02-04,271.36,GROCERY,10.0,0,0,,1,1,0,6,4,35,5,2,1,2024
SKU_0000,2024-02-05,345.65,GROCERY,9.8,0,0,,0,1,0,0,5,36,6,2,1,2024
SKU_0000,2024-02-06,453.84,GROCERY,9.92,0,0,,0,0,0,1,6,37,6,2,1,2024
SKU_0000,2024-02-07,520.97,GROCERY,9.53,0,0,,0,0,0,2,7,38,6,2,1,2024
SKU_0000,2024-02-08,411.33,GROCERY,9.04,0,0,,0,0,0,3,8,39,6,2,1,2024
SKU_0000,2024-02-09,313.31,GROCERY,10.05,0,0,,0,0,0,4,9,40,6,2,1,2024
SKU_0000,2024-02-10,378.07,GROCERY,9.9,0,1,valentines,1,0,0,5,10,41,6,2,1,2024
SKU_0000,2024-02-11,384.28,GROCERY,10.17,0,1,valentines,1,0,0,6,11,42,6,2,1,2024
SKU_0000,2024-02-12,504.3,GROCERY,10.57,0,1,valentines,0,0,0,0,12,43,7,2,1,2024
SKU_0000,2024-02-13,614.03,GROCERY,9.6,0,1,valentines,0,0,0,1,13,44,7,2,1,2024
SKU_0000,2024-02-14,659.57,GROCERY,10.29,0,1,valentines,0,0,0,2,14,45,7,2,1,2024
SKU_0000,2024-02-15,417.96,GROCERY,9.75,0,0,,0,0,0,3,15,46,7,2,1,2024
SKU_0000,2024-02-16,274.39,GROCERY,10.05,0,0,,0,0,0,4,16,47,7,2,1,2024
SKU_0000,2024-02-17,229.52,GROCERY,10.0,0,0,,1,0,0,5,17,48,7,2,1,2024
SKU_0000,2024-02-18,276.22,GROCERY,9.47,0,0,,1,0,0,6,18,49,7,2,1,2024
SKU_0000,2024-02-19,304.75,GROCERY,10.31,0,0,,0,0,0,0,19,50,8,2,1,2024
SKU_0000,2024-02-20,353.65,GROCERY,9.61,0,0,,0,0,0,1,20,51,8,2,1,2024
SKU_0000,2024-02-21,404.13,GROCERY,9.82,0,0,,0,0,0,2,21,52,8,2,1,2024
SKU_0000,2024-02-22,395.61,GROCERY,10.11,0,0,,0,0,0,3,22,53,8,2,1,2024
SKU_0000,2024-02-23,265.26,GROCERY,9.84,0,0,,0,0,0,4,23,54,8,2,1,2024
SKU_0000,2024-02-24,270.39,GROCERY,10.13,0,0,,1,0,0,5,24,55,8,2,1,2024
SKU_0000,2024-02-25,219.03,GROCERY,10.65,0,0,,1,0,1,6,25,56,8,2,1,2024
SKU_0000,2024-02-26,343.74,GROCERY,10.13,0,0,,0,0,1,0,26,57,9,2,1,2024
SKU_0000,2024-02-27,443.21,GROCERY,10.11,0,0,,0,0,1,1,27,58,9,2,1,2024
SKU_0000,2024-02-28,530.09,GROCERY,8.09,1,0,,0,0,1,2,28,59,9,2,1,2024
SKU_0000,2024-02-29,434.9,GROCERY,9.4,0,0,,0,0,1,3,29,60,9,2,1,2024
SKU_0000,2024-03-01,300.91,GROCERY,9.62,0,0,,0,1,0,4,1,61,9,3,1,2024
SKU_0000,2024-03-02,326.12,GROCERY,10.48,0,0,,1,1,0,5,2,62,9,3,1,2024
SKU_0000,2024-03-03,345.02,GROCERY,9.57,0,0,,1,1,0,6,3,63,9,3,1,2024
SKU_0000,2024-03-04,397.47,GROCERY,9.56,0,0,,0,1,0,0,4,64,10,3,1,2024
SKU_0000,2024-03-05,519.84,GROCERY,10.44,0,0,,0,1,0,1,5,65,10,3,1,2024
SKU_0000,2024-03-06,625.66,GROCERY,10.01,0,0,,0,0,0,2,6,66,10,3,1,2024
SKU_0000,2024-03-07,506.05,GROCERY,9.3,0,0,,0,0,0,3,7,67,10,3,1,2024
SKU_0000,2024-03-08,432.34,GROCERY,9.46,0,0,,0,0,0,4,8,68,10,3,1,2024
SKU_0000,2024-03-09,381.79,GROCERY,9.94,0,0,,1,0,0,5,9,69,10,3,1,2024
SKU_0000,2024-03-10,304.03,GROCERY,9.58,0,0,,1,0,0,6,10,70,10,3,1,2024
SKU_0000,2024-03-11,433.58,GROCERY,9.54,0,0,,0,0,0,0,11,71,11,3,1,2024
SKU_0000,2024-03-12,554.44,GROCERY,10.09,0,0,,0,0,0,1,12,72,11,3,1,2024
SKU_0000,2024-03-13,513.91,GROCERY,10.12,0,0,,0,0,0,2,13,73,11,3,1,2024
SKU_0000,2024-03-14,429.23,GROCERY,10.03,0,0,,0,0,0,3,14,74,11,3,1,2024
SKU_0000,2024-03-15,423.06,GROCERY,10.44,0,0,,0,0,0,4,15,75,11,3,1,2024
SKU_0000,2024-03-16,270.55,GROCERY,9.31,0,0,,1,0,0,5,16,76,11,3,1,2024
SKU_0000,2024-03-17,334.76,GROCERY,10.15,0,0,,1,0,0,6,17,77,11,3,1,2024
SKU_0000,2024-03-18,561.7,GROCERY,10.26,0,0,,0,0,0,0,18,78,12,3,1,2024
SKU_0000,2024-03-19,504.48,GROCERY,10.67,0,0,,0,0,0,1,19,79,12,3,1,2024
SKU_0000,2024-03-20,506.39,GROCERY,9.84,0,0,,0,0,0,2,20,80,12,3,1,2024
SKU_0000,2024-03-21,380.99,GROCERY,10.08,0,0,,0,0,0,3,21,81,12,3,1,2024
SKU_0000,2024-03-22,499.72,GROCERY,7.11,1,0,,0,0,0,4,22,82,12,3,1,2024
SKU_0000,2024-03-23,334.79,GROCERY,9.76,0,0,,1,0,0,5,23,83,12,3,1,2024
SKU_0000,2024-03-24,315.54,GROCERY,10.78,0,0,,1,0,0,6,24,84,12,3,1,2024
SKU_0000,2024-03-25,403.01,GROCERY,9.63,0,0,,0,0,1,0,25,85,13,3,1,2024
SKU_0000,2024-03-26,733.52,GROCERY,9.07,1,0,,0,0,1,1,26,86,13,3,1,2024
SKU_0000,2024-03-27,539.07,GROCERY,10.01,0,0,,0,0,1,2,27,87,13,3,1,2024
SKU_0000,2024-03-28,517.4,GROCERY,9.67,0,0,,0,0,1,3,28,88,13,3,1,2024
SKU_0000,2024-03-29,473.64,GROCERY,9.61,0,0,,0,0,1,4,29,89,13,3,1,2024
SKU_0000,2024-03-30,324.78,GROCERY,9.76,0,0,,1,0,1,5,30,90,13,3,1,2024
SKU_0000,2024-03-31,445.46,GROCERY,10.47,0,0,,1,0,1,6,31,91,13,3,1,2024
SKU_0000,2024-04-01,533.05,GROCERY,11.06,0,0,,0,1,0,0,1,92,14,4,2,2024
SKU_0000,2024-04-02,547.9,GROCERY,9.63,0,0,,0,1,0,1,2,93,14,4,2,2024
SKU_0000,2024-04-03,682.17,GROCERY,10.22,0,0,,0,1,0,2,3,94,14,4,2,2024
SKU_0000,2024-04-04,552.98,GROCERY,9.99,0,0,,0,1,0,3,4,95,14,4,2,2024
SKU_0000,2024-04-05,433.84,GROCERY,9.87,0,0,,0,1,0,4,5,96,14,4,2,2024
SKU_0000,2024-04-06,479.34,GROCERY,10.77,0,0,,1,0,0,5,6,97,14,4,2,2024
SKU_0000,2024-04-07,743.32,GROCERY,8.03,1,0,,1,0,0,6,7,98,14,4,2,2024
SKU_0000,2024-04-08,587.28,GROCERY,9.51,0,0,,0,0,0,0,8,99,15,4,2,2024
SKU_0000,2024-04-09,995.15,GROCERY,8.03,1,0,,0,0,0,1,9,100,15,4,2,2024
SKU_0000,2024-04-10,757.42,GROCERY,9.05,0,0,,0,0,0,2,10,101,15,4,2,2024
SKU_0000,2024-04-11,533.05,GROCERY,11.07,0,0,,0,0,0,3,11,102,15,4,2,2024
SKU_0000,2024-04-12,484.91,GROCERY,10.22,0,0,,0,0,0,4,12,103,15,4,2,2024
SKU_0000,2024-04-13,379.99,GROCERY,10.14,0,0,,1,0,0,5,13,104,15,4,2,2024
SKU_0000,2024-04-14,627.96,GROCERY,7.71,1,0,,1,0,0,6,14,105,15,4,2,2024
SKU_0000,2024-04-15,576.48,GROCERY,10.48,0,0,,0,0,0,0,15,106,16,4,2,2024
SKU_0000,2024-04-16,624.77,GROCERY,10.41,0,0,,0,0,0,1,16,107,16,4,2,2024
SKU_0000,2024-04-17,574.3,GROCERY,10.28,0,0,,0,0,0,2,17,108,16,4,2,2024
SKU_0000,2024-04-18,531.73,GROCERY,9.99,0,0,,0,0,0,3,18,109,16,4,2,2024
SKU_0000,2024-04-19,465.61,GROCERY,9.67,0,0,,0,0,0,4,19,110,16,4,2,2024
SKU_0000,2024-04-20,394.33,GROCERY,9.89,0,0,,1,0,0,5,20,111,16,4,2,2024
SKU_0000,2024-04-21,376.2,GROCERY,9.8,0,0,,1,0,0,6,21,112,16,4,2,2024
SKU_0000,2024-04-22,453.02,GROCERY,10.65,0,0,,0,0,0,0,22,113,17,4,2,2024
SKU_0000,2024-04-23,580.38,GROCERY,9.88,0,0,,0,0,0,1,23,114,17,4,2,2024
SKU_0000,2024-04-24,872.08,GROCERY,7.86,1,0,,0,0,0,2,24,115,17,4,2,2024
SKU_0000,2024-04-25,545.74,GROCERY,10.05,0,0,,0,0,1,3,25,116,17,4,2,2024
SKU_0000,2024-04-26,409.25,GROCERY,9.1,0,0,,0,0,1,4,26,117,17,4,2,2024
SKU_0000,2024-04-27,409.55,GROCERY,10.58,0,0,,1,0,1,5,27,118,17,4,2,2024
SKU_0000,2024-04-28,412.15,GROCERY,9.65,0,0,,1,0,1,6,28,119,17,4,2,2024
SKU_0000,2024-04-29,524.88,GROCERY,10.49,0,0,,0,0,1,0,29,120,18,4,2,2024
SKU_0000,2024-04-30,717.74,GROCERY,10.31,0,0,,0,0,1,1,30,121,18,4,2,2024
SKU_0000,2024-05-01,687.06,GROCERY,10.12,0,0,,0,1,0,2,1,122,18,5,2,2024
SKU_0000,2024-05-02,1020.07,GROCERY,7.76,1,0,,0,1,0,3,2,123,18,5,2,2024
SKU_0000,2024-05-03,519.92,GROCERY,10.58,0,0,,0,1,0,4,3,124,18,5,2,2024
SKU_0000,2024-05-04,461.06,GROCERY,9.64,0,0,,1,1,0,5,4,125,18,5,2,2024
SKU_0000,2024-05-05,579.31,GROCERY,8.98,0,0,,1,1,0,6,5,126,18,5,2,2024
SKU_0000,2024-05-06,600.44,GROCERY,9.99,0,0,,0,0,0,0,6,127,19,5,2,2024
SKU_0000,2024-05-07,1083.79,GROCERY,8.16,1,0,,0,0,0,1,7,128,19,5,2,2024
SKU_0000,2024-05-08,815.6,GROCERY,10.25,0,0,,0,0,0,2,8,129,19,5,2,2024
SKU_0000,2024-05-09,704.3,GROCERY,10.35,0,0,,0,0,0,3,9,130,19,5,2,2024
SKU_0000,2024-05-10,619.05,GROCERY,10.03,0,0,,0,0,0,4,10,131,19,5,2,2024
SKU_0000,2024-05-11,448.48,GROCERY,10.05,0,0,,1,0,0,5,11,132,19,5,2,2024
SKU_0000,2024-05-12,521.7,GROCERY,11.14,0,0,,1,0,0,6,12,133,19,5,2,2024
SKU_0000,2024-05-13,579.11,GROCERY,11.08,0,0,,0,0,0,0,13,134,20,5,2,2024
SKU_0000,2024-05-14,756.71,GROCERY,9.94,0,0,,0,0,0,1,14,135,20,5,2,2024
SKU_0000,2024-05-15,696.34,GROCERY,9.58,0,0,,0,0,0,2,15,136,20,5,2,2024
SKU_0000,2024-05-16,546.56,GROCERY,10.52,0,0,,0,0,0,3,16,137,20,5,2,2024
SKU_0000,2024-05-17,794.72,GROCERY,7.04,1,0,,0,0,0,4,17,138,20,5,2,2024
SKU_0000,2024-05-18,425.55,GROCERY,9.55,0,0,,1,0,0,5,18,139,20,5,2,2024
SKU_0000,2024-05-19,484.53,GROCERY,10.37,0,0,,1,0,0,6,19,140,20,5,2,2024
SKU_0000,2024-05-20,491.97,GROCERY,10.59,0,0,,0,0,0,0,20,141,21,5,2,2024
SKU_0000,2024-05-21,557.2,GROCERY,10.15,0,0,,0,0,0,1,21,142,21,5,2,2024
SKU_0000,2024-05-22,680.47,GROCERY,9.94,0,0,,0,0,0,2,22,143,21,5,2,2024
SKU_0000,2024-05-23,557.11,GROCERY,9.95,0,0,,0,0,0,3,23,144,21,5,2,2024
SKU_0000,2024-05-24,456.55,GROCERY,10.0,0,0,,0,0,0,4,24,145,21,5,2,2024
SKU_0000,2024-05-25,322.2,GROCERY,9.84,0,0,,1,0,1,5,25,146,21,5,2,2024
SKU_0000,2024-05-26,449.38,GROCERY,10.06,0,0,,1,0,1,6,26,147,21,5,2,2024
SKU_0000,2024-05-27,613.0,GROCERY,10.53,0,0,,0,0,1,0,27,148,22,5,2,2024
SKU_0000,2024-05-28,640.23,GROCERY,10.17,0,0,,0,0,1,1,28,149,22,5,2,2024
SKU_0000,2024-05-29,791.53,GROCERY,10.06,0,0,,0,0,1,2,29,150,22,5,2,2024
SKU_0000,2024-05-30,743.68,GROCERY,11.03,0,0,,0,0,1,3,30,151,22,5,2,2024
SKU_0000,2024-05-31,542.28,GROCERY,9.49,0,0,,0,0,1,4,31,152,22,5,2,2024
SKU_0000,2024-06-01,756.98,GROCERY,8.74,1,0,,1,1,0,5,1,153,22,6,2,2024
SKU_0000,2024-06-02,439.13,GROCERY,10.53,0,0,,1,1,0,6,2,154,22,6,2,2024
SKU_0000,2024-06-03,652.76,GROCERY,10.44,0,0,,0,1,0,0,3,155,23,6,2,2024
SKU_0000,2024-06-04,808.69,GROCERY,10.75,0,0,,0,1,0,1,4,156,23,6,2,2024
SKU_0000,2024-06-05,867.39,GROCERY,10.49,0,0,,0,1,0,2,5,157,23,6,2,2024
SKU_0000,2024-06-06,767.22,GROCERY,9.15,0,0,,0,0,0,3,6,158,23,6,2,2024
SKU_0000,2024-06-07,640.85,GROCERY,10.0,0,0,,0,0,0,4,7,159,23,6,2,2024
SKU_0000,2024-06-08,558.48,GROCERY,9.35,0,0,,1,0,0,5,8,160,23,6,2,2024
SKU_0000,2024-06-09,708.94,GROCERY,8.18,1,0,,1,0,0,6,9,161,23,6,2,2024
SKU_0000,2024-06-10,676.49,GROCERY,10.37,0,0,,0,0,0,0,10,162,24,6,2,2024
SKU_0000,2024-06-11,833.11,GROCERY,9.51,0,0,,0,0,0,1,11,163,24,6,2,2024
SKU_0000,2024-06-12,802.23,GROCERY,9.59,0,0,,0,0,0,2,12,164,24,6,2,2024
SKU_0000,2024-06-13,673.52,GROCERY,9.95,0,0,,0,0,0,3,13,165,24,6,2,2024
SKU_0000,2024-06-14,462.32,GROCERY,10.03,0,0,,0,0,0,4,14,166,24,6,2,2024
SKU_0000,2024-06-15,471.97,GROCERY,9.65,0,0,,1,0,0,5,15,167,24,6,2,2024
SKU_0000,2024-06-16,449.82,GROCERY,10.43,0,0,,1,0,0,6,16,168,24,6,2,2024
SKU_0000,2024-06-17,549.53,GROCERY,9.73,0,0,,0,0,0,0,17,169,25,6,2,2024
SKU_0000,2024-06-18,653.68,GROCERY,11.19,0,0,,0,0,0,1,18,170,25,6,2,2024
SKU_0000,2024-06-19,665.62,GROCERY,10.82,0,0,,0,0,0,2,19,171,25,6,2,2024
SKU_0000,2024-06-20,825.87,GROCERY,8.29,1,0,,0,0,0,3,20,172,25,6,2,2024
SKU_0000,2024-06-21,471.33,GROCERY,9.51,0,0,,0,0,0,4,21,173,25,6,2,2024
SKU_0000,2024-06-22,402.68,GROCERY,9.2,0,0,,1,0,0,5,22,174,25,6,2,2024
SKU_0000,2024-06-23,416.71,GROCERY,9.91,0,0,,1,0,0,6,23,175,25,6,2,2024
SKU_0000,2024-06-24,477.05,GROCERY,9.68,0,0,,0,0,0,0,24,176,26,6,2,2024
SKU_0000,2024-06-25,675.69,GROCERY,10.11,0,0,,0,0,1,1,25,177,26,6,2,2024
SKU_0000,2024-06-26,739.92,GROCERY,10.0,0,0,,0,0,1,2,26,178,26,6,2,2024
SKU_0000,2024-06-27,661.54,GROCERY,11.19,0,0,,0,0,1,3,27,179,26,6,2,2024
SKU_0000,2024-06-28,502.5,GROCERY,9.48,0,0,,0,0,1,4,28,180,26,6,2,2024
SKU_0000,2024-06-29,389.46,GROCERY,10.7,0,0,,1,0,1,5,29,181,26,6,2,2024
SKU_0000,2024-06-30,514.74,GROCERY,9.3,0,0,,1,0,1,6,30,182,26,6,2,2024
SKU_0000,2024-07-01,600.22,GROCERY,9.77,0,0,,0,1,0,0,1,183,27,7,3,2024
SKU_0000,2024-07-02,733.38,GROCERY,9.7,0,0,,0,1,0,1,2,184,27,7,3,2024
SKU_0000,2024-07-03,851.85,GROCERY,8.75,0,0,,0,1,0,2,3,185,27,7,3,2024
SKU_0000,2024-07-04,857.09,GROCERY,9.88,0,1,july_4th,0,1,0,3,4,186,27,7,3,2024
SKU_0000,2024-07-05,622.2,GROCERY,10.12,0,0,,0,1,0,4,5,187,27,7,3,2024
SKU_0000,2024-07-06,480.03,GROCERY,10.25,0,0,,1,0,0,5,6,188,27,7,3,2024
SKU_0000,2024-07-07,629.33,GROCERY,11.02,0,0,,1,0,0,6,7,189,27,7,3,2024
SKU_0000,2024-07-08,718.07,GROCERY,9.67,0,0,,0,0,0,0,8,190,28,7,3,2024
SKU_0000,2024-07-09,702.71,GROCERY,10.14,0,0,,0,0,0,1,9,191,28,7,3,2024
SKU_0000,2024-07-10,805.23,GROCERY,10.13,0,0,,0,0,0,2,10,192,28,7,3,2024
SKU_0000,2024-07-11,751.0,GROCERY,9.43,0,0,,0,0,0,3,11,193,28,7,3,2024
SKU_0000,2024-07-12,583.12,GROCERY,9.67,0,0,,0,0,0,4,12,194,28,7,3,2024
SKU_0000,2024-07-13,512.89,GROCERY,9.7,0,0,,1,0,0,5,13,195,28,7,3,2024
SKU_0000,2024-07-14,557.95,GROCERY,10.26,0,0,,1,0,0,6,14,196,28,7,3,2024
SKU_0000,2024-07-15,550.12,GROCERY,9.11,0,0,,0,0,0,0,15,197,29,7,3,2024
SKU_0000,2024-07-16,661.5,GROCERY,10.19,0,0,,0,0,0,1,16,198,29,7,3,2024
SKU_0000,2024-07-17,761.16,GROCERY,10.24,0,0,,0,0,0,2,17,199,29,7,3,2024
SKU_0000,2024-07-18,579.53,GROCERY,10.17,0,0,,0,0,0,3,18,200,29,7,3,2024
SKU_0000,2024-07-19,453.21,GROCERY,9.84,0,0,,0,0,0,4,19,201,29,7,3,2024
SKU_0000,2024-07-20,477.83,GROCERY,10.14,0,0,,1,0,0,5,20,202,29,7,3,2024
SKU_0000,2024-07-21,446.12,GROCERY,9.86,0,0,,1,0,0,6,21,203,29,7,3,2024
SKU_0000,2024-07-22,453.74,GROCERY,8.98,0,0,,0,0,0,0,22,204,30,7,3,2024
SKU_0000,2024-07-23,556.58,GROCERY,10.53,0,0,,0,0,0,1,23,205,30,7,3,2024
SKU_0000,2024-07-24,610.8,GROCERY,10.16,0,0,,0,0,0,2,24,206,30,7,3,2024
SKU_0000,2024-07-25,563.66,GROCERY,10.45,0,0,,0,0,1,3,25,207,30,7,3,2024
SKU_0000,2024-07-26,508.14,GROCERY,9.26,0,0,,0,0,1,4,26,208,30,7,3,2024
SKU_0000,2024-07-27,452.11,GROCERY,10.25,0,0,,1,0,1,5,27,209,30,7,3,2024
SKU_0000,2024-07-28,445.0,GROCERY,10.09,0,0,,1,0,1,6,28,210,30,7,3,2024
SKU_0000,2024-07-29,519.21,GROCERY,9.45,0,0,,0,0,1,0,29,211,31,7,3,2024
SKU_0000,2024-07-30,661.58,GROCERY,10.04,0,0,,0,0,1,1,30,212,31,7,3,2024
SKU_0000,2024-07-31,765.9,GROCERY,9.83,0,0,,0,0,1,2,31,213,31,7,3,2024
SKU_0000,2024-08-01,605.21,GROCERY,9.87,0,0,,0,1,0,3,1,214,31,8,3,2024
SKU_0000,2024-08-02,510.16,GROCERY,9.79,0,0,,0,1,0,4,2,215,31,8,3,2024
SKU_0000,2024-08-03,522.43,GROCERY,10.43,0,0,,1,1,0,5,3,216,31,8,3,2024
SKU_0000,2024-08-04,513.66,GROCERY,9.18,0,0,,1,1,0,6,4,217,31,8,3,2024
SKU_0000,2024-08-05,696.5,GROCERY,9.11,0,0,,0,1,0,0,5,218,32,8,3,2024
SKU_0000,2024-08-06,875.56,GROCERY,10.09,0,0,,0,0,0,1,6,219,32,8,3,2024
SKU_0000,2024-08-07,823.72,GROCERY,10.05,0,0,,0,0,0,2,7,220,32,8,3,2024
SKU_0000,2024-08-08,722.31,GROCERY,10.11,0,0,,0,0,0,3,8,221,32,8,3,2024
SKU_0000,2024-08-09,618.69,GROCERY,10.94,0,0,,0,0,0,4,9,222,32,8,3,2024
SKU_0000,2024-08-10,472.0,GROCERY,10.09,0,0,,1,0,0,5,10,223,32,8,3,2024
SKU_0000,2024-08-11,481.75,GROCERY,9.51,0,0,,1,0,0,6,11,224,32,8,3,2024
SKU_0000,2024-08-12,613.24,GROCERY,11.27,0,0,,0,0,0,0,12,225,33,8,3,2024
SKU_0000,2024-08-13,666.37,GROCERY,9.92,0,0,,0,0,0,1,13,226,33,8,3,2024
SKU_0000,2024-08-14,588.04,GROCERY,10.43,0,0,,0,0,0,2,14,227,33,8,3,2024
SKU_0000,2024-08-15,536.56,GROCERY,9.36,0,0,,0,0,0,3,15,228,33,8,3,2024
SKU_0000,2024-08-16,448.65,GROCERY,9.25,0,0,,0,0,0,4,16,229,33,8,3,2024
SKU_0000,2024-08-17,364.51,GROCERY,9.88,0,0,,1,0,0,5,17,230,33,8,3,2024
SKU_0000,2024-08-18,380.13,GROCERY,10.4,0,0,,1,0,0,6,18,231,33,8,3,2024
SKU_0000,2024-08-19,515.69,GROCERY,10.92,0,0,,0,0,0,0,19,232,34,8,3,2024
SKU_0000,2024-08-20,766.06,GROCERY,7.87,1,0,,0,0,0,1,20,233,34,8,3,2024
SKU_0000,2024-08-21,561.06,GROCERY,10.0,0,0,,0,0,0,2,21,234,34,8,3,2024
SKU_0000,2024-08-22,486.54,GROCERY,10.01,0,0,,0,0,0,3,22,235,34,8,3,2024
SKU_0000,2024-08-23,396.91,GROCERY,9.94,0,0,,0,0,0,4,23,236,34,8,3,2024
SKU_0000,2024-08-24,307.95,GROCERY,9.98,0,0,,1,0,0,5,24,237,34,8,3,2024
SKU_0000,2024-08-25,239.94,GROCERY,10.69,0,0,,1,0,1,6,25,238,34,8,3,2024
SKU_0000,2024-08-26,359.03,GROCERY,10.62,0,0,,0,0,1,0,26,239,35,8,3,2024
SKU_0000,2024-08-27,537.52,GROCERY,10.14,0,0,,0,0,1,1,27,240,35,8,3,2024
SKU_0000,2024-08-28,550.54,GROCERY,9.3,0,0,,0,0,1,2,28,241,35,8,3,2024
SKU_0000,2024-08-29,531.46,GROCERY,9.82,0,0,,0,0,1,3,29,242,35,8,3,2024
SKU_0000,2024-08-30,496.81,GROCERY,10.47,0,0,,0,0,1,4,30,243,35,8,3,2024
SKU_0000,2024-08-31,475.01,GROCERY,8.36,1,0,,1,0,1,5,31,244,35,8,3,2024
SKU_0000,2024-09-01,561.65,GROCERY,7.74,1,0,,1,1,0,6,1,245,35,9,3,2024
SKU_0000,2024-09-02,505.93,GROCERY,9.82,0,0,,0,1,0,0,2,246,36,9,3,2024
SKU_0000,2024-09-03,648.24,GROCERY,10.36,0,0,,0,1,0,1,3,247,36,9,3,2024
SKU_0000,2024-09-04,620.16,GROCERY,10.82,0,0,,0,1,0,2,4,248,36,9,3,2024
SKU_0000,2024-09-05,584.58,GROCERY,10.3,0,0,,0,1,0,3,5,249,36,9,3,2024
SKU_0000,2024-09-06,586.24,GROCERY,8.16,1,0,,0,0,0,4,6,250,36,9,3,2024
SKU_0000,2024-09-07,374.23,GROCERY,9.38,0,0,,1,0,0,5,7,251,36,9,3,2024
SKU_0000,2024-09-08,459.85,GROCERY,9.22,0,0,,1,0,0,6,8,252,36,9,3,2024
SKU_0000,2024-09-09,437.31,GROCERY,10.62,0,0,,0,0,0,0,9,253,37,9,3,2024
SKU_0000,2024-09-10,620.86,GROCERY,10.11,0,0,,0,0,0,1,10,254,37,9,3,2024
SKU_0000,2024-09-11,634.25,GROCERY,10.49,0,0,,0,0,0,2,11,255,37,9,3,2024
